description,points,price,state,region,variety
"Though 28 g/L of residual sugar is indicated, this lushly fruity and thoroughly delicious wine does not seem at all sweet, and just barely off dry. Peaches and pears combine in a lightly spicy but intensely flavorful wine with a myriad of food pairing possibilities, notably Thai noodle dishes, or poultry with a fruit sauce.",90,18,Oregon,Willamette Valley,Gewürztraminer
"This 100% Dijon-clone bottling offers a bold mix of peach, banana and pineapple. It's fruit-driven from top to bottom, with supporting acids to keep it fresh and invigorating.",90,24,Oregon,Willamette Valley,Chardonnay
"Pristine grapefruit and apple blossom notes lend perfume and elegance to this dry, intensely mineral Riesling. Bracing lemon-lime acidity shocks the palate to attention, intensifying a lean, lingering finish.",90,17,New York,Finger Lakes,Riesling
"The producer adds a small percentage of Pinot Blanc to the wine to great effect, combining seamlessly with the Sauvignon Blanc and resulting in notes of honeydew, green fig and subtle herb. The blend offers layers that are both fresh and fruity.",90,25,California,Napa Valley,Sauvignon Blanc
"Though not labeled as such, this thrilling Riesling comes from the Ancient Lakes appellation and brings aromatic notes of peach, orange blossom and pear. It drinks medium-sweet with abundant stone fruit flavors.",90,10,Washington,Columbia Valley (WA),Riesling
"Made from 100% Syrah sourced from the cooler climes of Oak Knoll, this light, easily quaffed wine offers lots of personality and complexity. Luscious watermelon, strawberries and cream are bound within a dry, balanced body. Aromas tend toward the rose garden, with the tiniest, worthwhile suggestion of dried herbs.",90,25,California,Napa Valley,Syrah
"A percentage of Cabernet Sauvignon is blended into this Merlot to give structure around its otherwise soft, round and lingering combination of dark candied plum, cinnamon and cedar. Medium-bodied and not overdone on the oak, the wine finishes with a touch of smoke.",90,20,California,Sonoma Valley,Merlot
"This is another fine vintage for this rare wine. It's loaded with cool climate, mineral-laced scents of grapefruit, kiwi and melon. A whiff of fennel adds further interest. Super refreshing and a nice change from the ordinary sipping whites.",90,25,Oregon,Ribbon Ridge,Auxerrois
"Lime and pineapple, peach and crisp acidity mark this as a fresh, go-to style. The label notes it was fermented both in stainless steel and French oak barrels. It's balanced and true to the fruit and the elegant vintage. Just a hint of butterscotch comes through.",90,18,Oregon,Willamette Valley,Chardonnay
"Clean, crisp and bright, this was fermented in stainless (with just 10% in neutral wood), and not put through malolactic. The blend is 60/40 Chardonnay/Pinot Noir, yielding fresh fruit flavors of apple and melon that are focused and precise. A streak of ginger runs through racy acidity.",90,28,Oregon,Willamette Valley,Sparkling Blend
"A percentage of Cabernet Sauvignon is blended into this Merlot to give structure around its otherwise soft, round and lingering combination of dark candied plum, cinnamon and cedar. Medium-bodied and not overdone on the oak, the wine finishes with a touch of smoke.",90,20,California,Sonoma Valley,Merlot
"Pristine grapefruit and apple blossom notes lend perfume and elegance to this dry, intensely mineral Riesling. Bracing lemon-lime acidity shocks the palate to attention, intensifying a lean, lingering finish.",90,17,New York,Finger Lakes,Riesling
"Offering classic cherry, herb and spice aromas and flavors, this is a bit on the lean side. Although not hugely full bodied, it's trim, balanced and built for a bit of aging. It should be best after 2016.",90,22,California,Fair Play,Cabernet Franc
"This lovely wine captures the floral, perfumed essence of the grape in a restrained, sippable style. It's dry and crisp, with lemony fruit and the delicate sensation that you are drinking fresh flowers.",90,15,Oregon,Willamette Valley,Gewürztraminer
"Although this wine is listed as a white blend, the producer says the variety is Vernaccia, not found often in California. Light in alcohol and approach, it opens in a bouquet of waxy apple and Meyer lemon, followed by a medium-powered palate of pear. The finish is crisp and lean.",90,26,California,Carneros,White Blend
"All Pinot Noir, fermented in neutral oak and put through partial malolactic, this belongs in the rosé category. A pretty, pale-copper color, it offers a pleasing toasted-cracker frame around stone fruit and supple acids. Drink this chilled to white wine temperature.",90,20,Oregon,Willamette Valley,Pinot Noir
"There is no mistaking this for any other variety, with its unapologetic grassy aromas and snap-pea flavors, crisp balance, nervy texture and lively finish. Very refreshing and alive, it will be great with fresh cheeses and practically all kinds of seafood.",90,18,California,Capay Valley,Sauvignon Blanc
"Richness and ripeness combine with a multilayered and tannic texture that frames the flavors, massages the palate and carries the expressive fruit character through a lingering finish. Ripe blackberries and raspberries accompany a subtle vein of spice and mineral flavors that add complexity.",90,24,California,Amador County,Barbera
"Rich and ripe, this wine smells sunny like plums and cherries pulled from the tree. It offers a broad and supple texture, with mellow spice and cherry flavors. All that flavor is wrapped in a soothing blanket of fine tannins and just enough acidity to keep it fresh.",90,25,California,Mendocino County,Pinot Noir
"This wine gets neutral French oak and it shows in its zesty profile of orange and tangerine over apple and pear. The fruit is hearty and juicy, the texture light and refreshing.",90,20,California,Russian River Valley,Chardonnay
"This warm-vintage wine strikes a perfect mix of restraint and intensity, with its abundant notes of peach and pear. It's lightly creamy in feel, with deft fruit flavors that show an exquisite sense of balance throughout.",90,22,Washington,Columbia Valley (WA),Chardonnay
"A blend of Merlot (58%), Syrah (35%), Petite Sirah (5%) and Primitivo, this hedonistic wine offers appealing suggestions of coffee, vanilla and cherry. Ripe, silky soft milk chocolate flavors finish warm.",90,20,Washington,Wahluke Slope,Red Blend
"Enticing aromas like salted nuts, exotic fruit flavors and a generous viscosity in the texture make this a luxurious and distinctive wine. Unusual for a white, it features savory hints of tobacco in the lush pineapple and guava flavors. Delicious and unique, it will also age well through 2020.",94,25,California,Sierra Foothills,Roussanne
"Polished, elegant and supple, this offers upfront aromas of plum, strawberry and red cherry. The flavors are pure and fruity, but nicely complex, bringing in light nuances of vanilla, clove and cinnamon to top the cherry and berry freshness. Made from one of the state's oldest Cinsault plantings, this is supremely smooth and sophisticated.",93,25,California,Lodi,Cinsault
"Using fruit mostly from the Bassi Ranch property he recently acquired, Mike Sinor delivers a bright, minerally wine, with aromas of scratched grapefruit skin, orange and peach juice, burned lemons, sea salt, ripe apples and nectarines and fresh-cut herbs. Flavors of salty, lime-juice nectarines emerge once sipped, with hints of butter and white flowers.",93,24,California,San Luis Obispo County,Chardonnay
"This exceptional wine explodes in classic, characteristic aromas of rose water, dried rose petals and orange blossom, so floral and sublime. Edgy in taste, with a trace of salt, it exhibits no oak, celebrating instead an exuberance of fresh pear and grapefruit.",93,25,California,Green Valley,Gewürztraminer
"Luscious golden in color, this dessert wine shows aromas of honeyed and seared lemons, with hints of marigold and toasted sunflower seeds. The palate is rich and sweet, but balanced expertly with a great tartness.",90,25,California,Arroyo Seco,Sauvignon Blanc
"This falls sbetween a rosé and an orange wine in its appearance, a pale salmon/copper shade that results from 36 hours of skin contact before pressing. Scents of hibiscus tea and rosewater put a delicate top note ahead of rich, ripe, round and spicy citrus fruit. A strong impression of cinnamon marks the finish.",90,28,Oregon,Willamette Valley,Pinot Gris
"This aromatic offering has notes of pear, peach and flowers. The apricot and other stone fruit flavors are medium bodied, simultaneously light and rich, giving the perception of sweetness leading to a lingering finish—an elegantly styled wine that walks the balance beam quite well.",90,25,Washington,Columbia Valley (WA),Viognier
